de;Deutsch;http://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Flag_of_Germany.svg/225px-Flag_of_Germany.svg.png
en;English;http://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Flag_of_the_United_Kingdom.svg/150px-Flag_of_the_United_Kingdom.svg.png
